host_id,event_time,event_type,action,chain_phase,technique,variant,domain,bytes_kb,city,is_abnormal,peer_host
H001668,2026-07-23 11:53:07,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H004058,2026-07-23 11:53:35,dns_query,域名解析,,T1071.001,,weibo.com,,,,
H008164,2026-07-23 11:54:14,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H003043,2026-07-23 12:06:01,login,登录办公终端,,T1078,,,,,,
H002774,2026-07-23 12:10:55,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H001269,2026-07-23 12:24:01,login,登录办公终端,,T1078,,,,,,
H003785,2026-07-23 12:26:14,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H007512,2026-07-23 12:26:27,failed_login,密码错误自动重试,,T1110.001,,,,,,
H004775,2026-07-23 12:28:17,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H006473,2026-07-23 12:31:18,login,登录办公终端,,T1078,,,,苏州市,,
H001796,2026-07-23 12:37:33,failed_login,密码错误自动重试,,T1110.001,,,,,,
H002907,2026-07-23 12:40:08,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H001824,2026-07-23 12:48:34,login,登录办公终端,,T1078,,,,,,
H001721,2026-07-23 12:53:15,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H003785,2026-07-23 12:59:09,login,登录办公终端,,T1078,,,,苏州市,,
H009816,2026-07-23 12:59:29,login,登录办公终端,,T1078,,,,东莞市,,
H001269,2026-07-23 12:59:33,download,下载文档/更新包 44MB,,T1204.002,,,2456,,,
H009982,2026-07-23 13:00:00,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H005496,2026-07-23 13:00:49,upload,外发数据 19MB（含客户名单片段）,exfil,T1567,evasive,share-doc.company.cn,19456,,,
H001547,2026-07-23 13:07:47,upload,上传附件 4MB,,T1567,,docs.company.cn,8225,,,
H000987,2026-07-23 13:14:39,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H001819,2026-07-23 13:15:34,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H006113,2026-07-23 13:17:16,login,登录办公终端,,T1078,,,,武汉市,,
H005496,2026-07-23 13:18:49,cleanup,清除本地外发缓存,cover,T1070.004,evasive,,,,,
H001796,2026-07-23 13:27:11,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H006738,2026-07-23 13:29:10,login,登录办公终端,,T1078,,,,,,
H007458,2026-07-23 13:37:57,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H001668,2026-07-23 13:38:10,login,登录办公终端,,T1078,,,,,,
H002774,2026-07-23 13:39:36,email_open,阅读邮件（内部往来 3）,,,,wiki.company.cn,,,,
H005220,2026-07-23 14:05:20,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H004149,2026-07-23 14:10:38,login,登录办公终端,,T1078,,,,,,
H009170,2026-07-23 14:16:04,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H005600,2026-07-23 14:18:43,dns_query,域名解析,,T1071.001,,kb.company.cn,,,,
H001177,2026-07-23 14:18:48,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H004775,2026-07-23 14:21:25,login,登录办公终端,,T1078,,,,,,
H006473,2026-07-23 14:22:07,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H009816,2026-07-23 14:27:14,failed_login,密码错误自动重试,,T1110.001,,,,,,
H007983,2026-07-23 14:28:39,failed_login,密码错误自动重试,,T1110.001,,,,,,
H001419,2026-07-23 14:29:26,dns_query,域名解析,,T1071.001,,npm.company.cn,,,,
H006566,2026-07-23 14:43:14,email_open,阅读邮件（内部往来 4）,,,,oa.company.cn,,,,
H002774,2026-07-23 14:47:08,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H004956,2026-07-23 14:47:39,login,登录办公终端,,T1078,,,,,,
H009170,2026-07-23 14:47:56,login,登录办公终端,,T1078,,,,,,
H001668,2026-07-23 14:50:21,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H001796,2026-07-23 14:54:49,email_open,阅读邮件（内部往来 2）,,,,npm.company.cn,,,,
H009816,2026-07-23 15:00:14,download,下载文档/更新包 25MB,,T1204.002,,,32381,,,
H006473,2026-07-23 15:02:53,dns_query,域名解析,,T1071.001,,qq.com,,,,
H004394,2026-07-23 15:05:31,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H002540,2026-07-23 15:18:12,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H009982,2026-07-23 15:18:12,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H009979,2026-07-23 15:23:07,login,登录办公终端,,T1078,,,,,,
H001819,2026-07-23 15:25:38,login,登录办公终端,,T1078,,,,,,
H003923,2026-07-23 15:32:40,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H004724,2026-07-23 15:35:39,login,登录办公终端,,T1078,,,,,,
H004058,2026-07-23 15:39:42,upload,上传附件 5MB,,T1567,,docs.company.cn,1858,,,
H003923,2026-07-23 15:41:18,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H001668,2026-07-23 15:43:13,failed_login,密码错误自动重试,,T1110.001,,,,,,
H007512,2026-07-23 15:45:26,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H001668,2026-07-23 15:49:05,failed_login,密码错误自动重试,,T1110.001,,,,,,
H003910,2026-07-23 15:51:55,login,登录办公终端,,T1078,,,,,,
H007983,2026-07-23 15:57:46,dns_query,域名解析,,T1071.001,,npm.company.cn,,,,
H004816,2026-07-23 15:57:56,failed_login,密码错误自动重试,,T1110.001,,,,,,
H002540,2026-07-23 15:58:43,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H009698,2026-07-23 16:01:58,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H007983,2026-07-23 16:02:11,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H006750,2026-07-23 16:02:34,dns_query,域名解析,,T1071.001,,wiki.company.cn,,,,
H009535,2026-07-23 16:07:16,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H006566,2026-07-23 16:12:26,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H009982,2026-07-23 16:13:16,login,登录办公终端,,T1078,,,,东莞市,,
H000117,2026-07-23 16:17:53,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H005220,2026-07-23 16:21:24,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H002774,2026-07-23 16:22:53,login,登录办公终端,,T1078,,,,,,
H009170,2026-07-23 16:23:24,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H007512,2026-07-23 16:23:50,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H006747,2026-07-23 16:24:16,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H004394,2026-07-23 16:24:17,login,登录办公终端,,T1078,,,,,,
H001419,2026-07-23 16:25:03,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H004080,2026-07-23 16:27:53,login,登录办公终端,,T1078,,,,,,
H004816,2026-07-23 16:28:01,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H006113,2026-07-23 16:30:14,failed_login,密码错误自动重试,,T1110.001,,,,,,
H003973,2026-07-23 16:42:38,login,登录办公终端,,T1078,,,,,,
H001402,2026-07-23 16:49:18,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H006311,2026-07-23 16:51:03,failed_login,密码错误自动重试,,T1110.001,,,,,,
H002774,2026-07-23 17:00:40,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H002774,2026-07-23 17:01:40,dns_query,域名解析,,T1071.001,,oa.company.cn,,,,
H004080,2026-07-23 17:01:49,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H006747,2026-07-23 17:02:49,dns_query,域名解析,,T1071.001,,zhihu.com,,,,
H006113,2026-07-23 17:09:12,dns_query,域名解析,,T1071.001,,bilibili.com,,,,
H008871,2026-07-23 17:11:47,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H004816,2026-07-23 17:12:58,email_open,阅读邮件（内部往来 4）,,,,wiki.company.cn,,,,
H009979,2026-07-23 17:15:18,failed_login,密码错误自动重试,,T1110.001,,,,,,
H004775,2026-07-23 17:18:03,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H004149,2026-07-23 17:19:58,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H001796,2026-07-23 17:29:13,download,下载文档/更新包 16MB,,T1204.002,,,37891,,,
H009698,2026-07-23 17:37:22,login,登录办公终端,,T1078,,,,,,
H003893,2026-07-23 17:37:41,sensitive_access,查询项目文档（本职工作）,,T1005,,,,,,
H004564,2026-07-23 17:39:38,login,登录办公终端,,T1078,,,,,,
H001177,2026-07-23 17:40:49,dns_query,域名解析,,T1071.001,,bilibili.com,,,,
H001269,2026-07-23 17:45:45,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H006373,2026-07-23 17:46:17,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H004816,2026-07-23 17:47:50,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H001721,2026-07-23 17:47:52,dns_query,域名解析,,T1071.001,,jd.com,,,,
H000438,2026-07-23 17:48:22,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H004058,2026-07-23 17:48:49,email_open,阅读邮件（内部往来 2）,,,,npm.company.cn,,,,
H008164,2026-07-23 17:51:14,login,登录办公终端,,T1078,,,,,,
H004953,2026-07-23 17:52:55,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H001824,2026-07-23 17:55:43,upload,上传附件 1MB,,T1567,,docs.company.cn,14460,,,
H006750,2026-07-23 17:55:56,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H004816,2026-07-23 17:58:45,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H006747,2026-07-23 17:59:44,failed_login,密码错误自动重试,,T1110.001,,,,,,
H001721,2026-07-23 17:59:47,login,登录办公终端,,T1078,,,,,,
H002540,2026-07-23 18:05:41,email_open,阅读邮件（内部往来 3）,,,,docs.company.cn,,,,
H002223,2026-07-23 18:16:48,dns_query,域名解析,,T1071.001,,oa.company.cn,,,,
H002907,2026-07-23 18:20:57,download,下载文档/更新包 38MB,,T1204.002,,,24854,,,
H001547,2026-07-23 18:24:07,login,登录办公终端,,T1078,,,,南京市,,
H007983,2026-07-23 18:27:36,email_open,阅读邮件（内部往来 2）,,,,npm.company.cn,,,,
H002907,2026-07-23 18:29:01,login,登录办公终端,,T1078,,,,,,
H008154,2026-07-23 18:30:34,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H001402,2026-07-23 18:36:13,email_open,阅读邮件（内部往来 2）,,,,mail.company.cn,,,,
H006566,2026-07-23 18:36:42,login,登录办公终端,,T1078,,,,,,
H004953,2026-07-23 18:45:36,failed_login,密码错误自动重试,,T1110.001,,,,,,
H001796,2026-07-23 18:48:51,login,登录办公终端,,T1078,,,,,,
H004724,2026-07-23 18:52:36,download,下载文档/更新包 45MB,,T1204.002,,,34302,,,
H001419,2026-07-23 18:53:28,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H009535,2026-07-23 18:59:23,dns_query,域名解析,,T1071.001,,wiki.company.cn,,,,
H004058,2026-07-23 19:02:08,login,登录办公终端,,T1078,,,,,,
H001419,2026-07-23 19:04:21,login,登录办公终端,,T1078,,,,,,
H004149,2026-07-23 19:06:32,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H001796,2026-07-23 19:09:38,dns_query,域名解析,,T1071.001,,baidu.com,,,,
H006738,2026-07-23 19:23:20,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H003043,2026-07-23 19:25:29,email_open,阅读邮件（内部往来 3）,,,,npm.company.cn,,,,
H001177,2026-07-23 19:29:11,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H003910,2026-07-23 19:30:08,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H002540,2026-07-23 19:34:55,email_open,阅读邮件（内部往来 2）,,,,wiki.company.cn,,,,
H001668,2026-07-23 19:39:17,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H004724,2026-07-23 19:42:14,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H001547,2026-07-23 19:42:19,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H004956,2026-07-23 19:46:54,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H008871,2026-07-23 19:55:09,upload,上传附件 1MB,,T1567,,docs.company.cn,9103,,,
H008164,2026-07-23 19:56:18,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H004080,2026-07-23 20:00:22,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H003923,2026-07-23 20:01:58,download,下载文档/更新包 15MB,,T1204.002,,,18308,,,
H003785,2026-07-23 20:18:13,failed_login,密码错误自动重试,,T1110.001,,,,,,
H000117,2026-07-23 20:39:57,failed_login,密码错误自动重试,,T1110.001,,,,,,
H003910,2026-07-23 20:51:04,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H000987,2026-07-23 21:00:47,login,登录办公终端,,T1078,,,,天津市,,
H002223,2026-07-23 21:06:41,login,登录办公终端,,T1078,,,,苏州市,,
H006373,2026-07-23 21:18:59,login,登录办公终端,,T1078,,,,苏州市,,
H003785,2026-07-23 21:21:47,dns_query,域名解析,,T1071.001,,zhihu.com,,,,
H006373,2026-07-23 22:01:58,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H000987,2026-07-23 22:10:05,dns_query,域名解析,,T1071.001,,weibo.com,,,,
H004816,2026-07-23 22:22:32,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H004724,2026-07-23 22:54:46,email_open,阅读邮件（内部往来 2）,,,,wiki.company.cn,,,,
H001547,2026-07-23 23:19:38,dns_query,域名解析,,T1071.001,,qq.com,,,,
H004149,2026-07-23 23:33:43,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H003910,2026-07-24 00:40:11,dns_query,域名解析,,T1071.001,,github.com,,,,
H001235,2026-07-24 06:28:27,dns_query,域名解析,,T1071.001,,mail.company.cn,,,,
H006419,2026-07-24 06:59:50,upload,上传附件 10MB,,T1567,,docs.company.cn,14812,,,
H003752,2026-07-24 07:00:17,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H003923,2026-07-24 07:26:07,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H003923,2026-07-24 07:32:47,failed_login,密码错误自动重试,,T1110.001,,,,,,
H002907,2026-07-24 07:48:13,failed_login,密码错误自动重试,,T1110.001,,,,,,
H006738,2026-07-24 07:53:37,email_open,阅读邮件（内部往来 2）,,,,npm.company.cn,,,,
H001668,2026-07-24 08:00:38,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H004724,2026-07-24 08:02:01,email_open,阅读邮件（内部往来 3）,,,,docs.company.cn,,,,
H003043,2026-07-24 08:08:21,dns_query,域名解析,,T1071.001,,jd.com,,,,
H001986,2026-07-24 08:09:01,failed_login,密码错误自动重试,,T1110.001,,,,,,
H007458,2026-07-24 08:10:39,login,登录办公终端,,T1078,,,,,,
H008164,2026-07-24 08:15:13,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H008164,2026-07-24 08:18:29,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H002223,2026-07-24 08:21:57,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H007512,2026-07-24 08:24:25,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H003043,2026-07-24 08:41:20,download,下载文档/更新包 10MB,,T1204.002,,,26952,,,
H007512,2026-07-24 08:43:30,email_open,阅读邮件（内部往来 3）,,,,oa.company.cn,,,,
H007030,2026-07-24 08:45:12,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H001402,2026-07-24 08:45:48,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H006738,2026-07-24 08:47:05,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H007512,2026-07-24 08:47:58,email_open,阅读邮件（内部往来 2）,,,,docs.company.cn,,,,
H001651,2026-07-24 08:49:15,login,登录办公终端,,T1078,,,,,,
H005614,2026-07-24 08:52:53,login,登录办公终端,,T1078,,,,西安市,,
H003043,2026-07-24 08:55:18,smb_connect,访问文件服务器共享目录,,T1021.002,,,,,,FILE-SRV01
H004816,2026-07-24 08:55:27,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H004058,2026-07-24 08:56:11,failed_login,密码错误自动重试,,T1110.001,,,,,,
H004080,2026-07-24 09:01:08,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H006896,2026-07-24 09:03:17,mfa_denied,新设备 MFA 验证失败一次后成功,,T1621,,,,,,
H000117,2026-07-24 09:04:06,failed_login,密码错误自动重试,,T1110.001,,,,,,
H001177,2026-07-24 09:06:31,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H008164,2026-07-24 09:09:45,email_open,阅读邮件（内部往来 2）,,,,oa.company.cn,,,,
H004058,2026-07-24 09:10:19,login,登录办公终端,,T1078,,,,,,
H003910,2026-07-24 09:10:59,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H000805,2026-07-24 09:12:28,login,登录办公终端,,T1078,,,,,,
H000805,2026-07-24 09:16:56,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H004564,2026-07-24 09:22:13,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H006718,2026-07-24 09:23:12,email_open,阅读邮件（内部往来 2）,,,,oa.company.cn,,,,
H005220,2026-07-24 09:23:47,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H000805,2026-07-24 09:26:32,dns_query,域名解析,,T1071.001,,zhihu.com,,,,
H008057,2026-07-24 09:27:01,dns_query,域名解析,,T1071.001,,mail.company.cn,,,,
H001796,2026-07-24 09:28:09,email_open,阅读邮件（内部往来 2）,,,,wiki.company.cn,,,,
H006311,2026-07-24 09:36:23,download,下载文档/更新包 1MB,,T1204.002,,,42391,,,
H006049,2026-07-24 09:39:33,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H001419,2026-07-24 09:40:31,dns_query,域名解析,,T1071.001,,mail.company.cn,,,,
H001796,2026-07-24 09:41:17,login,登录办公终端,,T1078,,,,,,
H009500,2026-07-24 09:42:29,failed_login,密码错误自动重试,,T1110.001,,,,,,
H003752,2026-07-24 09:43:04,download,下载文档/更新包 20MB,,T1204.002,,,12605,,,
H001721,2026-07-24 09:43:27,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H004775,2026-07-24 09:44:44,login,登录办公终端,,T1078,,,,,,
H004058,2026-07-24 09:46:33,email_open,阅读邮件（内部往来 2）,,,,npm.company.cn,,,,
H006419,2026-07-24 09:49:12,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H009535,2026-07-24 09:49:43,login,登录办公终端,,T1078,,,,,,
H003043,2026-07-24 09:49:45,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H003833,2026-07-24 09:51:32,failed_login,密码错误自动重试,,T1110.001,,,,,,
H004080,2026-07-24 09:51:39,email_open,阅读邮件（内部往来 2）,,,,docs.company.cn,,,,
H004724,2026-07-24 09:53:57,failed_login,密码错误自动重试,,T1110.001,,,,,,
H002223,2026-07-24 09:54:52,email_open,阅读邮件（内部往来 2）,,,,wiki.company.cn,,,,
H004953,2026-07-24 09:59:31,download,下载文档/更新包 20MB,,T1204.002,,,1681,,,
H001668,2026-07-24 10:03:38,failed_login,密码错误自动重试,,T1110.001,,,,,,
H001177,2026-07-24 10:06:21,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H006311,2026-07-24 10:07:15,login,登录办公终端,,T1078,,,,,,
H007030,2026-07-24 10:07:25,login,登录办公终端,,T1078,,,,西安市,,
H006747,2026-07-24 10:09:46,download,下载文档/更新包 29MB,,T1204.002,,,33322,,,
H008214,2026-07-24 10:10:03,email_open,阅读邮件（内部往来 2）,,,,mail.company.cn,,,,
H000805,2026-07-24 10:10:18,failed_login,密码错误自动重试,,T1110.001,,,,,,
H006419,2026-07-24 10:11:33,login,登录办公终端,,T1078,,,,南京市,,
H002907,2026-07-24 10:11:35,login,登录办公终端,,T1078,,,,,,
H009979,2026-07-24 10:18:09,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H006747,2026-07-24 10:19:28,dns_query,域名解析,,T1071.001,,github.com,,,,
H006049,2026-07-24 10:21:19,dns_query,域名解析,,T1071.001,,wiki.company.cn,,,,
H006718,2026-07-24 10:25:07,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H001177,2026-07-24 10:30:05,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H007512,2026-07-24 10:32:38,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H005220,2026-07-24 10:34:30,dns_query,域名解析,,T1071.001,,baidu.com,,,,
H007512,2026-07-24 10:34:46,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H002907,2026-07-24 10:36:59,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H000117,2026-07-24 10:37:15,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H008057,2026-07-24 10:38:00,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H003910,2026-07-24 10:38:23,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H004953,2026-07-24 10:46:16,failed_login,密码错误自动重试,,T1110.001,,,,,,
H008164,2026-07-24 10:49:31,dns_query,域名解析,,T1071.001,,jd.com,,,,
H006311,2026-07-24 10:50:05,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H000466,2026-07-24 10:50:46,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H001721,2026-07-24 10:50:53,login,登录办公终端,,T1078,,,,,,
H006747,2026-07-24 10:54:12,login,登录办公终端,,T1078,,,,,,
H009500,2026-07-24 10:58:27,login,登录办公终端,,T1078,,,,,,
H004058,2026-07-24 11:02:43,dns_query,域名解析,,T1071.001,,qq.com,,,,
H007512,2026-07-24 11:04:34,login,登录办公终端,,T1078,,,,,,
H001668,2026-07-24 11:05:02,login,登录办公终端,,T1078,,,,,,
H002223,2026-07-24 11:06:42,login,登录办公终端,,T1078,,,,苏州市,,
H006473,2026-07-24 11:08:45,failed_login,密码错误自动重试,,T1110.001,,,,,,
H006113,2026-07-24 11:11:24,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H003533,2026-07-24 11:11:33,login,登录办公终端,,T1078,,,,武汉市,,
H006049,2026-07-24 11:14:07,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H004080,2026-07-24 11:18:13,email_open,阅读邮件（内部往来 3）,,,,kb.company.cn,,,,
H009535,2026-07-24 11:20:06,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H009170,2026-07-24 11:25:24,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H003923,2026-07-24 11:25:31,dns_query,域名解析,,T1071.001,,qq.com,,,,
H001668,2026-07-24 11:25:54,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H003043,2026-07-24 11:29:04,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H008164,2026-07-24 11:42:55,failed_login,密码错误自动重试,,T1110.001,,,,,,
H006113,2026-07-24 11:43:41,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H003833,2026-07-24 11:47:25,failed_login,密码错误自动重试,,T1110.001,,,,,,
H009170,2026-07-24 11:47:34,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H001986,2026-07-24 11:50:26,dns_query,域名解析,,T1071.001,,baidu.com,,,,
H006311,2026-07-24 11:59:06,email_open,阅读邮件（内部往来 2）,,,,npm.company.cn,,,,
H001269,2026-07-24 12:00:05,email_open,阅读邮件（内部往来 3）,,,,docs.company.cn,,,,
H009691,2026-07-24 12:01:04,dns_query,域名解析,,T1071.001,,mail.company.cn,,,,
H006113,2026-07-24 12:02:39,login,登录办公终端,,T1078,,,,武汉市,,
H007030,2026-07-24 12:05:41,failed_login,密码错误自动重试,,T1110.001,,,,,,
H009170,2026-07-24 12:11:41,email_open,阅读邮件（内部往来 2）,,,,wiki.company.cn,,,,
H002223,2026-07-24 12:15:07,dns_query,域名解析,,T1071.001,,jd.com,,,,
H003043,2026-07-24 12:26:38,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H006419,2026-07-24 12:29:15,failed_login,密码错误自动重试,,T1110.001,,,,,,
H006373,2026-07-24 12:31:37,login,登录办公终端,,T1078,,,,苏州市,,
H003533,2026-07-24 12:36:55,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H009979,2026-07-24 12:42:41,login,登录办公终端,,T1078,,,,,,
H008057,2026-07-24 12:43:41,login,登录办公终端,,T1078,,,,,,
H006373,2026-07-24 12:48:52,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H004775,2026-07-24 12:50:07,dns_query,域名解析,,T1071.001,,kb.company.cn,,,,
H003923,2026-07-24 12:52:30,rule_create,设置邮件自动归档规则,,T1114.002,,,,,,
H002907,2026-07-24 12:53:04,dns_query,域名解析,,T1071.001,,zhihu.com,,,,
H004724,2026-07-24 12:53:44,email_open,阅读邮件（内部往来 2）,,,,npm.company.cn,,,,
H006718,2026-07-24 12:55:44,login,登录办公终端,,T1078,,,,,,
H006311,2026-07-24 12:57:25,email_open,阅读邮件（内部往来 4）,,,,kb.company.cn,,,,
H008057,2026-07-24 12:57:34,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H009691,2026-07-24 13:05:06,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H003752,2026-07-24 13:09:32,login,登录办公终端,,T1078,,,,,,
H001235,2026-07-24 13:12:58,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H004058,2026-07-24 13:13:09,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H006311,2026-07-24 13:17:16,email_open,阅读邮件（内部往来 3）,,,,mail.company.cn,,,,
H008931,2026-07-24 13:18:00,upload,数据外传 45MB（1）,exfil,T1567,evasive,cdn-verify-svc.net,46080,,,
H006738,2026-07-24 13:23:29,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H000559,2026-07-24 13:25:27,dns_query,域名解析,,T1071.001,,baidu.com,,,,
H003910,2026-07-24 13:26:51,login,登录办公终端,,T1078,,,,,,
H004724,2026-07-24 13:34:09,dns_query,域名解析,,T1071.001,,bilibili.com,,,,
H006113,2026-07-24 13:40:00,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H003833,2026-07-24 13:49:27,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
